restaurant_id	borough_id	building	street	zipcode	cuisine_id
07657677ffe81f05e3ab7665892dbb15	3	856	8TH AVE	10019	3
91b2d38ef415ef349958340e8f6b10db	3	524	WEST   59 STREET	10019	3
68a5b9b878dbbb4d6e0113b24ee2f22e	4	13	STATION SQUARE	11375	33
4ac33fd4ed5233c3320f34199c0855c3	3	211	WEST BROADWAY	10013	3
c8729e2c0be7df5bd32cd06b5536d860	3	25	1ST AVE	10003	83
51bcee6e38fbfad9639765a55b6512ce	2	230	5 AVENUE	11215	3
53afc902a87c22115e9ecd18c1518e1c	2	5805	AVENUE T	11234	41
1c301a25b0a507226a25854748c3d15c	5	3295	AMBOY ROAD	10306	62
57ea6f7bddf94cc73e193c3f5044687f	3	137	7TH AVE S	10014	8
7f01de082224591a7c83efeb9ba87f6b	4	150-29	CROSS BAY BLVD	11414	62
3a08f2a63fdf1d67b29ded7e854ef5ea	4	18807	UNION TURNPIKE	11366	62
86a3638b14f4ebc1170c88574f5db5aa	5	25	VICTORY BLVD	10301	62
8074ba0745ff6a880171b823f590179e	5	3902	RICHMOND AVE	10312	62
a3bf19e6f0e38d714ca52fecfd4aa66d	4	7802	JAMAICA AVENUE	11421	62
2e0efece08e86857b28b40ba0ffe15b2	3	309	WEST   50 STREET	10019	46
ee82f65684a542f111dbffbe04e64300	3	4	PENN PLZ	10121	3
e269be2b1a7d493a2b066ba804eaff3e	2	959	4TH AVE	11232	26
235b0a6e19beec2e2e8758eb6d35ca07	3	765	WASHINGTON STREET	10014	3
3711e39d81581d6607f58af0c3abb139	3	1	W 58TH ST	10019	8
85fd46652b872f44fd15654f817590ca	3	248	BROOME ST	10002	8
068e6abdc1f35aee6633444ed007e1bc	3	2906	FREDERICK DOUGLASS BLVD	10039	3
4b40787e52d264b19c58ddf8397c5391	4	10545	CROSSBAY BOULEVARD	11417	3
316e2e1c172344d502c272d8b44d58a5	2	1662	ATLANTIC AVENUE	11213	3
2a23532f5780af4f69c01cb5f0b6a7ae	1	2328	ARTHUR AVENUE	10458	53
9adb6f3c10c3bbac84c9e71539908da9	3	230	WEST   49 STREET	10019	3
7a0625c7ab9f5eaf3d70c605591db218	4	NKA	JFK INTERNATIONAL AIRPORT	11430	13
ad3c892dceb5488c06fc90e4dc811b25	3	221	EAST 58 STREET	10022	3
47ca315034798f267f2e10bc9985da06	4	4507	QUEENS BLVD	11104	51
2c2e16156c69154846a87873f0ca29b5	2	374	AVENUE P	11204	53
fc68bb11892cbb92d390de62257eeae7	2	1254	FLATBUSH AVE	11226	16
29c9ad1755403bff9626c4a193299762	3	330	WEST   40 STREET	10018	3
ce5c47817759dcd17f12c7d11857f215	2	711	FULTON ST	11217	54
bc3a3e4702616ec0f51d5d1be8328354	3	840	8 AVENUE	10019	63
1a1bb05364e8471d5e9f5cb208a8f0e8	3	686	8 AVENUE	10036	62
df7a2c4a85c249a0a502ed018907b7d8	2	471A	5TH AVE	11215	19
839d60fddf0ca33515fe184ed045f8ff	4	3220	34TH AVE	11106	62
d35a0bd71a77b2b959cadfb34802ba2c	4	4024	COLLEGE POINT BOULEVARD	11354	8
90b36b7c20d7975b409356577d87515e	3	239	WEST    4 STREET	10014	3
b138cb94775d86c3e99eac3333dce578	1	522	CITY ISLAND AVE	10464	3
4d4ecb83e778f8ba8d8e68cb66db6a35	2	472	49TH ST	11220	41
6f930fffd4a538e889c3422e150f9957	3	114	W 41ST ST	10036	13
71cb5ab55fdaaf1e2b1af7374757323b	3	555	6TH AVE	10011	13
a003d3f4f538b96278412a5b4ff6b8f0	1	671	MORRIS PARK AVE	10462	3
2715a088c874e08c63f881938ba1da8d	2	219	CENTRAL AVE	11221	13
3d27d4606bbb7b8128c21e851fdf9539	2	1608	SHORE PKWY	11214	37
cec582f74b4c1fb4778a200bbfdb6280	2	470305	4 AVENUE	11220	77
ab2815464af3dbf6ac0ff957e909e5be	2	34	WILLOUGHBY ST	11201	82
40cd39d02c8db576e0b4c1c0ac440a8b	2	3105	AVENUE H	11210	3
23742f235a1807ec6afd99f7b19563ca	3	119	W 40TH ST	10018	80
1ae0bda3a06fd423d32b12e7505df65a	2	189	BEDFORD AVENUE	11211	53
34f2760bd28fdb8e2f345d0ba35c821a	4	3714	MAIN ST	11354	5
e80b97933a6a0f1de79aa5d861052bec	2	2122	86TH ST	11214	19
8d5412fe9b4a0c349dfc1fe789e64381	2	245	FLATBUSH AVENUE	11217	13
a95026650aaffc83e7a8de42345ee772	1	2102	BARTOW AVE	10475	19
13780022ed9a9b39740735ed697b6c53	1	3809	WHITE PLAINS RD	10467	19
3aca54e1438e836ef7b389d07db18ec3	3	338	E 92ND STREET	10128	42
1d5b7cdcd25efaf7dde34b0130a157f6	2	4315	FARRAGUT RD	11203	16
a3f1bd89a3cb2329d243607595212976	2	120	MONTAGUE ST	11201	41
dca60f75e7d1ed34a7cfbf5f35332e2b	2	690	FULTON ST	11217	77
dd01b20da9973b042d61d2cb9ded527c	2	172	ATLANTIC AVE	11201	54
7baec12b6aee18de755346fdf6400c5a	3	61	GROVE STREET	10014	47
ae6767e3772c7fc04bbc3b2ca26b02d8	1	605	E 187TH ST	10458	54
b647626ae41cd9d1e05136b734847b50	3	369	LEXINGTON AVE	10017	75
3f808ffb2937131a907715ed59e086b7	3	927	8 AVENUE	10019	75
b1b01e6d15a7f02bc6a8d8ec1a5c203c	4	2561	STEINWAY STREET	11103	69
49fac0f82f6d2172eef688508eca62c3	4	4106	149TH PL	11355	50
308a8d161f76b0793eabf768799aaacf	2	7201	18TH AVE	11204	19
92b3439e13a184c7b1143e8e15b835f6	3	394	BROOME ST	10013	13
d3c9fdf33c29d5672c10971d7ffa79f9	5	1022	ROSSVILLE AVE	10309	19
f71def010fa81f303a939b17e9a19d50	4	16030	NORTHERN BOULEVARD	11358	50
68a88777b5da4543dbd581fa8db5ad61	1	1284	SOUTHERN BOULEVARD	10459	19
628511afa0099727735d7f47de7d5d07	2	351	MYRTLE AVE	11205	19
27f6825803bb83a6e9b7d9ba1cf963f9	3	387	LENOX AVE	10027	3
ad350f1e2032f95e873952d4b476cb73	3	859	9TH AVE	10019	47
bba749593f10630ccf4081e18407be01	3	17	EAST   48 STREET	10017	47
ee6892be9a187350d4be4f61cbb20306	2	407	SMITH STREET	11231	3
9bc316fcd588eabcc839bac498f91b39	2	2912	GLENWOOD ROAD	11210	49
34ccf92edc4999039047b7edd75c6d32	3	350	5 AVENUE	10118	3
89d53602ed31767d7828c0def9f8b88c	4	13631	41ST AVE	11355	19
d5001775a823512778e60ce67be97c87	2	44	HENRY STREET	11201	3
3ae8cbec6e8f2e88fed7dd3913d8162c	2	333	HENRY STREET	11201	47
00c1846f00570b25859b02249284993d	3	85	10TH AVE	10011	3
b9d22341f81e57a2c25115cd1aa152ae	2	23	HILLEL PLACE	11210	7
84566258100ad062ae49a895fab5a5a9	2	619	NOSTRAND AVE	11216	19
dac22c8e9868da3ec84923b296d21bf7	4	7160	YELLOWSTONE BLVD	11375	81
5687c8ba891aa0a2181531d505625266	2	8618	3 AVENUE	11209	53
1f14fd34e217eba6c42c4effc9d376d5	3	276	5TH AVE	10001	3
2845123cc15713d721e5d903fffd9a6a	3	131	CHRYSTIE STREET	10002	3
c821d0f2cef9eba21ea844d92c4101dd	2	620	ATLANTIC AVENUE	11217	3
75631c4e3ed1901e4c28c0e0b9839402	2	4915	8 AVE	11220	19
197aa10fa56151c1c25777a11ca176a9	2	6512	BAY PARKWAY	11204	19
30c9cc579c9ebb04289ee08eb52b3475	4	13620	ROOSEVELT AVE	11354	19
eb8072d1d083d371eb4bc3c301d753ed	3	4	PENN PLZ	10121	3
4a5ccc503512eed2fa7a545d671b11f4	2	828	64TH ST	11220	19
d1599ea428446989cb6071f0d452bd8d	2	774	51ST ST	11220	19
83a3c4bc4016e0a28a94319dbefae678	3	401	7 AVENUE	10001	3
37087d1dc32ec5fd35bcce07800a2170	2	238	CENTRAL AVE	11221	13
50ef44d50a63500affad653dd988a10f	1	585	EAST  189 STREET	10458	3
876c272361accbadf64cbef88ca3394a	3	628	HUDSON ST	10014	13
a64bd65e3b731a88d3df8ef3913e3daf	2	367	7TH AVE	11215	46
5f2df965d4be37db9971d4a51bf43254	4	2414	34 AVENUE	11106	19
b5ad6a44686b601b4d0a257a998c8983	3	721	COLUMBUS AVE	10025	19
b8e0b0d595572842ca71444024b5a3b3	2	183	STERLING PLACE	11238	13
2eb10cd130e4dc55688375af2916d581	3	232	WEST   48 STREET	10036	45
980fb4b2f396668d3d49472003e8a0af	2	985	NOSTRAND AVE	11225	19
7eca84584575838454e281b3de7a93ac	4	4908	43 AVENUE	11377	81
5e1df4c65f89772fb651ef467d8ec17d	2	501	NOSTRAND AVE	11216	13
7ce930262260307dc88096c7ef30fa39	3	53	WEST  106 STREET	10025	47
11bd59d876182623411a79c7d8831c94	1	1333	WEBSTER AVE	10456	2
d70ed20e549ef74aee5eae53cf960a1a	2	1019	SURF AVE	11224	3
83466cfa018e85c43099f5c71360766d	4	25324	NORTHERN BOULEVARD	11362	46
5c98d0c2e299a51f18479d35fbdf6f6d	4	1427	150 STREET	11357	46
400e24953df373a054557066420519e4	4	4205	235 STREET	11363	46
b2796ac27e0190027207f312a48ad9e6	3	37	EAST   60 STREET	10022	46
ac1e1053ea7a7fe5c04ca77929c6221a	4	22142	HORACE HARDING EXPRESSWAY	11364	19
817632720c7dfd7c14ee9ef2d80f16e4	2	125	RALPH AVE	11221	42
44a237a07a34e9836eb63e0da073b54e	3	600	WEST  218 STREET	10034	3
4f3c85c5f19e87c8703545a6a77fed7d	3	430	LAFAYETTE STREET	10003	5
c17ff0a39dfe4b6651f9c45685d3732b	1	1766	WESTCHESTER AVENUE	10472	53
2ba0b721d65919ec6048449ffa202d9b	3	111	E 48TH ST	10004	3
974f0aa4fd57feff6469f0cda103aa4b	3	1762	FIRST AVENUE	10128	3
c08cd0354a461dc06e70e3b21c954c5f	3	65	4TH AVE	10003	47
e404eaced89dedb3ae958e106cfdec26	4	2848	31 STREET	11102	45
c32b2e3c71f50c2ceec31bd9f08cf8cf	3	88	ORCHARD STREET	10002	3
adb8b429ef4908d913c5d134a3e326b4	3	223	W 40TH ST	10018	3
e04f35bf43e116090a5b94ff3c3e7ce5	3	477	AMSTERDAM AVENUE	10024	3
2c693eb80e94cf2dbf33c57dfa061251	2	243	FIFTH AVENUE	11215	3
2e36f95df2e870ac61b8e66b7ad74fe1	3	4	PENN PLAZA	10121	10
2466b133f1cadd253e7c373b449137ed	3	136	W 42ND ST	10036	3
1b1993757becc1829b89b2af16f13b75	3	159	E 55TH ST	10022	47
661670cdab6ad6cb023f2e5102434570	3	742	9TH AVE	10019	3
33c0e9e49a832f279e7ff6932a124041	4	10305	37 AVENUE	11368	19
9c5b77de323b502e19aed99ea4d4aef4	4	3555	31ST ST	11106	77
e1bac199efb4d81d7a35586f4e12d3f0	2	107	FRANKLIN STREET	11222	13
03d8d7f78e8ca5892a95509fe0241b8b	2	5017	8 AVENUE	11220	19
c5d592a9b0746ce7f1f528296830ec74	2	807	42ND ST	11232	8
e8efa0b4f144fe95cd9d9818a039e08b	4	10259	JAMAICA AVENUE	11418	19
e27f56ccac036b2d56ae9eb197d11326	2	992	MANHATTAN AVENUE	11222	19
7b32ea890aa306f6e46924244c58466f	4	12010	QUEENS BOULEVARD	11415	3
c458c556a0ac2941b7de5d84010ee6d6	3	246	EAST   14 STREET	10003	53
56c50814e9bbde4b725ec3e103a4124c	5	2224	HYLAN BLVD	10306	36
9640593955c42c531b3a7ba4c41eabf3	3	7	ALLEN ST	10002	19
5be2a2610352ed56452604d9c7a667df	1	605	COURTLANDT AVENUE	10451	53
92e0ac738e739ddd14cc56aec6718f51	3	218	E 53RD ST	10022	3
32840548ce2cb63b19e5cb22e12a1d1b	2	706	56TH ST	11220	19
613b69c8173c686881c1bb1b7fc2fa5b	3	1030	AMSTERDAM AVENUE	10025	28
451723f00b90a6ba5b8f5ca47934f1f3	3	2374	ADAM CLAYTON POWELL JR BLVD	10030	3
85ee9cebe13f98c89359ebba52327237	4	13206	MAPLE AVE	11355	19
e8b49bfe2567e153c1e137358d4745e6	1	1739	EAST  172 STREET	10472	62
5f04fe5de44d7e652e57eeb34fe50463	2	43	LINCOLN RD	11225	53
f889d2bc8e0463859acba337307c7941	5	587	BAY ST	10304	41
49e6cc535f2b98e0ac956fc22618751e	4	13324	41ST AVE	11355	50
9efcfee4edc3b615885ae461c9f0744a	4	2226	31ST ST	11105	68
4b0637bed6c5be9e707e87f7c272ef8d	3	2082	LEXINGTON AVE	10035	60
7f8ff17bf31a47c1a1cc9e12b3b6d2d5	2	998	FLATBUSH AVE	11226	58
899856993f91e7e05a90011c170ad4c6	1	1905	WHITE PLAINS ROAD	10462	13
b3e17dad663054ab266cc13d62f1d754	2	307	KINGS HIGHWAY	11223	62
eaedabba1c832d1b2f1c2286a45a79b6	2	2530	PITKIN AVE	11208	62
9c0d5205f31ac0ae369e048f28b4155e	2	302	7TH ST	11215	13
10529c286a07d44e207dd01c5fbde98e	3	270	PARK AVENUE	10017	3
cc075bc67db48e365b1a2196d87000e2	3	1591	2 AVENUE	10028	3
b389b6d9159f766d6c648213a7a18576	3	171	3 AVENUE	10003	5
57c340293492caba3d577ce87dccac98	4	8530	37TH AVE	11372	7
60a29d60d4cff98d684c5d571ae5956b	4	9627	LINDEN BLVD	11417	19
788b49ff9206382d9a30e9cfd8627b61	3	875	10 AVENUE	10019	3
94ab5d405681998c62c236f9e9fdcd84	4	17716	LIBERTY AVENUE	11433	51
47a872bca83660b425c6706667b8e08c	4	421	BEACH 129 STREET	11694	3
87b2645a52d3e1e4d1755869a6450a1e	3	540	6TH AVE	10011	57
80607e8a241b8f2b62e6710105f0727f	3	119	E 18TH ST	10003	53
0441e543444789733fd31d47c05b72b1	2	586	ALBANY AVE	11203	16
063996e36b7935375b23bc3ff5099e59	1	3110	EAST TREMONT AVENUE	10461	19
2c99e824d3e61b7f9b41ffc140207e23	3	938	3RD AVE	10022	69
cc7d3f2d7c0e34cfc2fd9c9eccc1409d	1	1438	E GUN HILL RD	10469	16
6c084a04ff1fc3b10a0d1c2d8aacf4a7	4	25435	HORACE HARDING EXPRESSWAY	11362	19
39e3cc73e6e2e75caea56e7ed760af00	1	912	SOUNDVIEW AVE	10473	3
35409cdb04f8204e3724b797a4b49207	3	2-6	ELDRIDGE STREET	10002	19
5267f3c8053937f874c005a4879c1db4	4	8720	LIBERTY AVE	11417	19
2e52988e12446c0ad487937db3a30638	4	3705	31 AVENUE	11103	47
18a572c8845640f76fe422616739eef4	4	16116	NORTHERN BLVD	11358	50
8f8df4a15065e0ed3ab919481920cb2b	4	9250	59TH AVE	11373	3
568e8d6448bd939118e89d231f2df2ab	2	349	5 AVENUE	11215	63
89895f8c71168bb239a29698ca075dbd	3	44	GRAND CENTRAL TERMINAL	10017	13
a23ad66064bee36e19f71841a878b6fa	3	210	W 35TH ST	10001	45
0c893538a47cd91f6beffc82b6efb15e	1	331	EAST GUN HILL ROAD	10467	3
16fb975eed44eba9ffbd49c064f68471	3	310	W 14TH ST	10014	46
78062d9e63de74b7c67c0dc12a98ef3b	3	49	BEACH ST	10013	63
a1ea6325f0a5fedbe94f06135565f230	2	7409	AVENUE U	11234	46
7f4d6aea2b35f6cf967c514fc95f9f7e	3	1728	2 AVENUE	10128	46
dbe00f6d4575fcf6d020648c6380d360	4	13613	37 AVENUE	11354	19
14afd77d644967dcd908e9f7d64913ba	4	9416	JAMAICA AVENUE	11421	3
c2abba801a175698f3c6c54e2cc31bc5	2	234	COURT ST	11201	42
cf459b98f27effa8a118a80607e82bbc	2	328	DOUGLASS ST	11217	50
39dda12ec7c6e57708402d64c32a3ef1	3	164	ORCHARD ST	10002	8
2b2c0d3cba9481e1a7337ae572993144	3	12012	1 AVENUE	10009	3
4826ec8992215e3b85d3d52008790d33	2	163	GATES AVENUE	11238	13
8d9591bee161e558ed9f02fb9631f622	2	3001	AVENUE K	11210	13
aa6171545a1ddc925b9265f1d85a4c2e	5	900	WEST FINGERBOARD ROAD	10305	3
bbc5c319de94c9a9767f17528365cc01	3	994	COLUMBUS AVENUE	10025	46
a10f833caa847b218a68abea76d9e222	2	842	FRANKLIN AVENUE	11225	63
074f0e6124b39ce576c01e84cf422326	1	800	E 149TH ST	10455	49
f245d1f42d2f1013235fc7434c1fab1a	2	294	ROGERS AVENUE	11225	16
0f3cdeeb92946047fc2aff4885b28598	2	685	5TH AVE	11215	3
e23fa521b2e18b4befd8017faa9f88f9	1	1203	EAST  233 STREET	10466	16
f74fc1e72870f699eacc6bbd8a0ac2b5	4	8214	37 AVENUE	11372	36
1838c32c65a8a032d503744b81e9c958	4	17012	HILLSIDE AVENUE	11432	19
0270a4dc53386614b45cf1e1c2d14cea	2	7008	18TH AVE	11204	19
ea211b92026f7eecf80d2ec1981bb430	4	8104	37 AVENUE	11372	3
2f92e36335dd4dcd735e127d8e05f83e	3	202	9 AVENUE	10011	3
f38bf8fda73b2f0bd4cd852b159978e8	4	2136	MOTT AVE	11691	16
f58401fb6c0303b1992f5b5c8954db07	3	0	PENN STATION	10001	49
b6fdf849d05a6226fc8eaf3e59a80111	2	396	WYTHE AVE	11249	13
a34b6c84d7be6d286dc7020ad30c1473	2	163	NASSAU AVENUE	11222	8
e217cfc1d36adabd59b710d779260905	4	13509	LEFFERTS BLVD	11420	16
1a4c509cf4e7f87942f04da66546c6a8	4	8340	PARSONS BOULEVARD	11432	63
ae91a00388574032d87251eb98b3ffc7	3	930	3 AVENUE	10022	3
f21889d7ab6b603598ea03ebd382139f	1	1788	WESTCHESTER AVENUE	10472	62
81d8db5a7bd9f2378d93141f0632adc6	2	1899	CONEY ISLAND AVE	11230	48
c0d15298bc7abab3442bfff4f60a9ceb	3	148	EAST   46 STREET	10017	42
0d4c9be2e9b49a40031de05fb9391363	2	632	VANDERBILT AVENUE	11238	33
a62597ce5b46166662097d0df215ccd5	4	9615D	ROOSEVELT AVE	11368	53
1e978eaa2e40e9e372f32f1d43575579	3	817	LEXINGTON AVENUE	10065	49
aa2ec0495d14ce7a0b0ccc67b84f877e	2	117	FRONT ST	11201	58
147a912ee4995bb47f5bca2551a99ae0	3	674	LEXINGTON AVENUE	10022	49
5e262d8a71f8de9473f2ea89c08f8d44	1	232	E 144TH ST	10451	51
678c163f53b43a2a549c9a8506710055	1	3791	EAST TREMONT AVENUE	10465	19
0600f3aeb5296bdf5cb618cf6d96d338	4	4618	VERNON BOULEVARD	11101	62
8aacb939f3d20f475b7524305bfa9cca	3	2247	ADAM CLAYTON POWELL BOULEVARD	10027	3
8826ed991d8300f44cf2ebdb46d89f75	3	325	HUDSON ST	10013	68
b841677866a02aa15bd6b2664c941f98	4	5217	69TH ST	11378	13
8651ef3f147ff9b3623e7b0dba5b49e6	3	34	WEST   32 STREET	10001	50
65e58315cfc7a125d53dcdbef29452d2	3	62	W 56TH ST	10019	50
2c9add86607ae98948be708108798b94	2	392	HALSEY ST	11216	16
c4571f18c19aa784c172e3541db32810	3	125	EAST   39 STREET	10016	47
21c7b992a813ffe98214ba5ab5464462	4	152-12	NORTHERN BLVD	11354	50
84d55c9d98cf1172da0a19766dbf4145	3	22	W 32ND ST	10001	58
0e5e40e87e7dbc1c2cbade9c5d8b23fe	4	3119	NEWTOWN AVE	11102	3
7125484c467121acbf73194d3a7f7c24	4	1007	50TH AVE	11101	36
c9629c139898732b8f14bd211bef7db3	3	229	FRONT STREET	10038	3
f0a3c7be23e398bc28d1197276fc6ee8	4	13611	41 AVENUE	11355	3
aed9db936095f413ecad5d31a82ad9c6	3	108A	W 145TH ST	10039	17
47968dddd89d9d6adc37fedaae62d4b3	1	1170	WEBSTER AVE	10456	17
32bd1632d4c1d00d1265f46d4d7fdc59	1	1708	UNIVERSITY AVE	10453	17
858151d9c23f21fe4296b865b80f864a	1	2104	CROTONA PKWY	10460	3
16d197af5b12937d2d8249204b07b1ed	2	233	KINGSTON AVE	11213	77
28d2e95fd518965a2cf822c6ac4a9754	1	2501	JEROME AVE	10468	3
777fedb647ce28fb37b4df105e762bcc	3	239	EAST    5 STREET	10003	47
b2b0261dfc8461941509fcfeba7fabbd	3	75	MAIDEN LANE	10038	45
7062968e324189662ee0b30d3820e92a	3	3869	10 AVENUE	10034	37
769fcf76c7f64196dcbfa436572ea416	1	905	WHITE PLAINS RD	10473	63
582c72a986bb77083e80e5af7d62c2dc	4	3530	UNION ST	11354	50
2a536112b3b24b6faed612f446f4d619	2	1242	NOSTRAND AVENUE	11225	19
bff2c4e89a85b515e2bcd845e19afc25	3	161	PRINCE ST	10012	13
a32021555a46ecd5820d57d97fae4b92	3	330	HUDSON ST	10013	13
f2f7d354d8f3fc52564704157520b986	3	167	3RD AVE	10003	3
9e2093faeceda388e8e079ceb0dad5c3	4	8714	ROCKAWAY BEACH BLVD	11693	62
c9269d261a1bf59e92884331ce88495c	3	493	2ND AVE	10016	62
b860cfda5b1adcebea6fe023bc350566	1	5225	BROADWAY	10463	77
232a783c718e0c1307c312a797c425ea	4	6039	FRESH POND ROAD	11378	64
d4e4a478a29bbb1c6821c1b415ea7de4	3	250	VESEY ST	10281	3
07dedf11b9ca0a547ed084d9c2d38f58	4	13406	JAMAICA AVENUE	11418	53
e8cb936ab046481dd784d5f408985d4a	3	32	WEST   39 STREET	10018	42
34d4cec748b608850909dcce2b98af4a	1	698	ALLERTON AVENUE	10467	77
3c5d1aeab8af46682a2f1647f2c87997	3	1505	LEXINGTON AVE	10029	77
fab0229a27810487eb3cec440e8b54ec	3	117	WEST   72 STREET	10023	49
f98e245b6b1600147717c08bcac052f1	3	1633	BROADWAY	10019	49
c3ff58297c74673a71ddc06400cf5f07	1	3463	E TREMONT AVE	10465	49
f40cc00819e70263468183f49c544573	3	700	WEST  180 STREET	10033	72
39e070d5a27f22571382bad1f1d28a47	3	200	W 14TH ST	10011	49
e895c24cabce2670ceadb47d8be0d39c	2	7211	18TH AVE	11204	19
de6c073baebd6815bb4317a005f44810	3	320	PARK AVENUE	10022	68
4fe43e13c1fb9f09b37c68a2960deb26	4	3526	FARRINGTON ST	11354	50
c98b870b11719e7f2af25fc28277ccf1	2	5614	FLATLANDS AVE	11234	19
e7aaefad48e51028c1956f3968d16fcb	4	3561	JUNCTION BOULEVARD	11368	17
11c518d6a95b5c3524ecf5f358744bb4	1	4400	WHITE PLAINS RD	10470	17
23225ecfa57ba554e74dc91774a0d6b7	3	32	W 38TH ST	10018	3
1d255ae6e77c1e1e1565e540a7f0d6bc	1	865-869	E 149TH ST	10455	51
bad83a742cc91bb2d2d8878c8a32d680	4	11814	QUEENS BOULEVARD	11375	19
05895626096a9961192e74a238d7888a	2	2160	FLATBUSH AVE	11234	3
2ecf41bfce4c47ef8d97a9293fc96063	2	798	4TH AVE	11232	17
f3f2bf1620aa1a23ba7816eeddb8482d	2	208	MCGUINNESS BOULEVARD	11222	17
2832980023b8e8ba15a548d316261038	4	6269	FRESH POND ROAD	11385	3
5646451a4cb50c81f960d191027f69e1	2	180	N 10TH ST	11211	3
fd0324e519b6df6d43854e9e62b9421c	4	11606	ROCKAWAY BEACH BLVD	11694	19
3ea42cb515256e8ea21f6a763c2880e5	4	11623	JAMAICA AVE	11418	17
bdda2991010e236902a774cbec0abe74	4	24843	JERICHO TURNPIKE	11426	19
f19cd77e44ebee111dd1b5526427ac39	3	222	VARICK ST	10014	19
29d311d96d1218a556e4d32cf9f1bcef	2	158	LEWIS AVENUE	11221	19
92b1cf04826cd7ba7ad821e1f26010cc	4	13819	JAMAICA AVE	11435	19
5a6381d06524d8ece63f218c4415295a	1	4000	WHITE PLAINS ROAD	10466	16
63a958ba711ec5888696ae0715a64edf	2	320	FRANKLIN AVE	11238	13
89aa80faba1237ee9d630389803ef44a	3	12	W 21ST ST	10010	47
f0d32251aac77fc327d04060ccf7f855	2	696	WASHINGTON AVE	11238	13
7d97e65ad69b7bee31da66d723e1fb9e	3	253	CHURCH ST	10013	50
738d5094ff8ca2e0c8b8e74446bc9b07	2	220	36TH ST	11232	82
17877cbca899adec0a5488245435420e	2	2816	CHURCH AVE	11226	16
2a589373645fbd3b5ab44e3e1a4f650a	5	11	HOLDEN BOULEVARD	10314	63
7cf01858a8ca43de8ade85acf00fdbb7	3	289	MERCER STREET	10003	47
edd0fee2dbfe57ea0f20d367f3643465	2	1406	CORTELYOU RD	11226	47
82041410264d99615fe832f54e7dd17a	3	146	E 55TH ST	10022	19
8ae025e0693470bd9cd837212fc62e1c	2	806	55TH ST	11220	13
f206f3baeef32aa6c7b9464cc213b9a6	3	20	JOHN ST	10038	47
83197e9096b39053e310833880dbbb36	3	254	5 AVENUE	10001	72
05822db73102c52071a9599fb063f1a4	2	7701	5TH AVE	11209	52
1cfbf955eb24c2edb26bdffcdc4f2cca	4	8808	183 STREET	11423	16
001e9a87774d8ddd097877c1619f695c	2	5221	AVENUE N	11234	19
3ea4d7aab384b2aaa7486aaa1986522b	4	5912	MAIN ST	11355	20
8d1e5204086b113ee5842b9151885e0e	5	45	TWOMBLY AVE	10306	48
12c79f0bee5ad33888060a0c21f2d409	2	804	NOSTRAND AVE	11216	16
16329bd6e8360345a8d03cfc7c940d77	2	7924	3 AVENUE	11209	19
e2d3fe0c70f154bb46b8034f233266b6	2	94	RALPH AVE	11221	13
6268542e62545a004f0c5f3ffb7fb02f	4	25505	NORTHERN BOULEVARD	11362	82
fe872d142c884eea282959d2916d39ed	3	19	WEST   44 STREET	10036	36
20a496e28a80fa2769ddb5e9d1d6b424	2	648	FRANKLIN AVE	11238	77
7bc1cf71660bf7fcfeb50e2f687578c0	4	8921	NORTHERN BLVD	11372	17
24e00b493101db0c9b653d0c58909fa3	1	157	DREISER LOOP	10475	17
19ac91ab2d00afa562e3f144420a049f	1	1798	WESTCHESTER AVE	10472	17
dd431428ae86eafb4b4defd8b23f0302	5	229	BROAD ST	10304	17
42f0523997f3a86ff419dd7880770e34	1	286	E 149TH ST	10451	17
06ebb0b8018ccbc22f3be8ead56ecdec	2	4102	AVENUE D	11203	17
3bee7dd12e092f425cdbc845505a4156	1	726	EAST  152 STREET	10455	3
85e4e58e9fa46a82c21d662fc8307b24	3	521	W 207TH ST	10034	3
1ca21435f7cadaf36554a1787d96f8e6	2	110	NASSAU AVENUE	11222	82
976632ae89ffe7b02e62f92697a1652e	2	316	KINGS HWY	11223	19
cee842b6a041530af3711f6f7d10bfd1	2	1615	UTICA AVE	11234	17
685b4b054551631056c3dfceb8c9c57a	4	8715	NORTHERN BLVD	11372	17
eee553f67316fef474c6d455b541e717	1	3638	BAILEY AVE	10463	77
75bca3ccc4615a349257b7de9c80fdaf	2	1149	MCDONALD AVENUE	11230	48
ccf34d693de4d3c36d2332c71ea01333	2	2	LINCOLN PL	11217	5
df1f30dea072c6a9452f40790e7fd034	2	216	DUFFIELD ST	11201	5
21245f92010e257ddd24468954fdc8fd	3	489	AMSTERDAM AVENUE	10024	19
e91ea1f028ec8182bb9475e11809535d	2	1045	FLUSHING AVE	11237	3
c77c8989837c52ec6e635a6a7b135eba	4	7925	MAIN ST	11367	19
613cd4ca6502aa0bd671a3255eb2af58	3	228	WEST   10 STREET	10014	3
6f6f191c7e102d355f07281aad0f9416	4	2501	JACKSON AVE	11101	62
91427a1d733541bf4ee180bb1793959f	4	9419	ROOSEVELT AVENUE	11372	51
decd6144eefd02f80983c773da438781	5	1499	FOREST AVENUE	10302	62
4e1675d64f57e0c72371dcb075a878ac	3	48	WEST   55 STREET	10019	33
b31c7e29d917eb668ec41a14c447bae6	4	9304	LIBERTY AVE	11417	61
5f1e64d3e6e6d4ae22d1c806a8289152	4	8108	37 AVENUE	11372	51
